,ID,Tweet,Affect Dimension,Intensity Class,tweet_desc
1106,2017-En-10702,i love that tay &amp; tiff are just sitting at my house while i'm at work 🙃,valence,3: very positive emotional state can be inferred,love tay amp tiff sit house iam work
1107,2017-En-30576,Tip 5: Don't worry about pleasing everyone. #TitanWisdom,valence,-2: moderately negative emotional state can be inferred,tip donot worry please everyone
1108,2017-En-40356,"@AliceGoodman17 i dunno, I'm getting less of the spacious lovely autumnal melancholy from our present apocalypse",valence,0: neutral or mixed emotional state can be inferred,dunno iam get le spacious lovely autumnal melancholy present apocalypse
1109,2017-En-11241,@mikeburke91 @AP I guess. It's just heartbreaking the ease with which they can kill an innocent man and get away with it. #indignation,valence,-3: very negative emotional state can be inferred,guess heartbreaking ease kill innocent man get away
1110,2017-En-30557,@footballmcd agreed. Memphis looks lively also,valence,0: neutral or mixed emotional state can be inferred,agree memphis look lively also
1111,2017-En-31205,"I took a yr off school and I'm proud to say I got accepted again, yo girl is going to finish! #happy",valence,3: very positive emotional state can be inferred,take yr school iam proud say get accept yo girl go finish
1112,2017-En-31028,"@TheGoatShow @GameGrumps now that I have been sucked into this wormhole of hilarity with no escape, I can say how weird and accurate this is",valence,0: neutral or mixed emotional state can be inferred,suck wormhole hilarity no escape say weird accurate
1113,2017-En-20885,the ending of how I met your mother is dreadful,valence,-2: moderately negative emotional state can be inferred,end meet mother dreadful
1114,2017-En-40911,"6 might be a serious number, but 10 sounds better. Wild card race!!",valence,0: neutral or mixed emotional state can be inferred,might serious number sound better wild card race
1115,2017-En-30050,Thank you @twitter for the balloons today. #smile #goodday #48,valence,3: very positive emotional state can be inferred,thank balloon today
1116,2017-En-30542,"You know, you're pro-actively playful. You want to press your boobs into my face, Tatenashi. I'm not saying no, though. =3",valence,1: slightly positive emotional state can be inferred,know youare pro actively playful want press boob face tatenashi iam not say no though laugh
1117,2017-En-41427,I know it's the final day of summer when it's the finale of @CBSBigBrother #sadness,valence,-3: very negative emotional state can be inferred,know final day summer finale
1118,2017-En-40066,@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later #sad #protest #PoliceShootings #suggestions,valence,-3: very negative emotional state can be inferred,u fact u ask question later
1119,2017-En-30503,"I think what 2016 to really needs to round it out is a @cthulhu4america vs @smod2016 twitter debate. End on something joyful, ya know?.",valence,0: neutral or mixed emotional state can be inferred,think really need round v twitter debate end something joyful ya know
1120,2017-En-11016,"@WellerMonica Hi Monica, I write regularly for @ctysmallholding  - but not on bees - never dared try them #buzz  #HONEY",valence,0: neutral or mixed emotional state can be inferred,hi monica write regularly not bee never dare try
1121,2017-En-30710,Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday #breezy,valence,0: neutral or mixed emotional state can be inferred,halfway work realize forget put underwear go one day
1122,2017-En-31451,That was a lovely story to actually see Ruth and hubby who won the cashcow @sunriseon7.It was so funny when she left the phone #happy 😊,valence,3: very positive emotional state can be inferred,lovely story actually see ruth hubby win cashcow funny leave phone
1123,2017-En-40320,It's become a verb. 'I'm gonna Villaseñor all those old contacts I don't need anymore.' #sadness @melissavcomedy #waitingforexplanation,valence,-2: moderately negative emotional state can be inferred,become verb iam gonna villasenor old contact donot need anymore
1124,2017-En-30395,"Charlotte and a friend just climbed to the top of a windmill! Think the view was easy, breezy, beautiful? @PlayHollywoodU",valence,3: very positive emotional state can be inferred,charlotte friend climb top windmill think view easy breezy beautiful
1125,2017-En-40426,@mik61scot @longshankseddie @ROSAZAMBONINI @YouTube I thought it was because she once sunk her teeth into something that's meant 2b sooked,valence,-1: slightly negative emotional state can be inferred,think sink teeth something mean b sooked
1126,2017-En-31600,semores: let's get this. #mirth #SAW #keepthetradition 💜💛⚛🏵🍇🍋🌼🐤🐥👚😈😈👾🧀,valence,0: neutral or mixed emotional state can be inferred,semores let get
1127,2017-En-10614,What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n #whereareugoing ,valence,-1: slightly negative emotional state can be inferred,terrible thing see no vision n nhelen keller n n begin end mind n nstephen covey n n
1128,2017-En-30371,"It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n#funny #pun #punny #lol #hilarious",valence,3: very positive emotional state can be inferred,not man not know juggle didnot ball n
1129,2017-En-30200,"@Nikhilv95 @LydiajaneF I wish, I really, truly wish, that I had just a modicum of your banter. #hilarious",valence,3: very positive emotional state can be inferred,wish really truly wish modicum banter
1130,2017-En-31067,@xiankiefer @TheLincoln Book 5! It's so sprightly &amp; fun cuz he'd been reinvigorated by the Harry Potter series. I'm not kidding.,valence,3: very positive emotional state can be inferred,book sprightly amp fun cuz hewould reinvigorate harry potter series iam not kid
1131,2017-En-10704,"@MeghanEMurphy Oh gosh, if you get 800+ raging comments from cruise fans, I will just die laughing!",valence,3: very positive emotional state can be inferred,oh gosh get rag comment cruise fan die laugh
1132,2017-En-11535,@washingtonpost#Trump's #fear &amp; #anger are similar to what #Hitler preached to come to power in Germany. Wake up America!!,valence,0: neutral or mixed emotional state can be inferred,amp similar preach come power germany wake america
1133,2017-En-31112,"Needed levity: Hubs + I talking of @weareTYPHOON Kyle's new solo album, my 7 yo says '@KyleClark'? She loves ur news show #9News @9NEWS LOLZ",valence,2: moderately positive emotional state can be inferred,need levity hub talk kyle new solo album yo say love ur news show lolz
1134,2017-En-30866,A #new day to #live and #smile. Hope all the #followers a nice #night or #day. :D,valence,3: very positive emotional state can be inferred,day hope nice laugh
1135,2017-En-21322,I'm going to get the weirdest thank you note--or worse--total silence and no acknowledgement. ,valence,0: neutral or mixed emotional state can be inferred,iam go get weirdest thank note worse total silence no acknowledgement
1136,2017-En-21979,So much #terrible #music playing on the #radio has started to make me wonder weather my taste in music is good or just completely shit,valence,-2: moderately negative emotional state can be inferred,much playing start make wonder weather taste music good completely shit
1137,2017-En-30936,How is your toddler coping with the new arrival? Has he tried killing her yet?' they cheerfully ask.,valence,1: slightly positive emotional state can be inferred,toddler cop new arrival try kill yet cheerfully ask
1138,2017-En-21989,@breadf2man @SunApology and it's Kelvin Mackenzie tomorrow... #shudder DontBuyTheSun,valence,-2: moderately negative emotional state can be inferred,kelvin mackenzie tomorrow dontbuythesun
1139,2017-En-30747,Rap that will Cut other raper's throat. Who said that? @Paedeezy #badd #wicked. #bright city lights,valence,0: neutral or mixed emotional state can be inferred,rap cut raper throat say city light
1140,2017-En-30818,It's just the lack of company and liveliness out here that makes me bored.,valence,-3: very negative emotional state can be inferred,lack company liveliness make bore
1141,2017-En-20892,@MichaelSalfino It still destroys Fear The Walking Dead. That show is horrible,valence,-3: very negative emotional state can be inferred,still destroy fear walking dead show horrible
1142,2017-En-10238,And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended,valence,-3: very negative emotional state can be inferred,get angry tell would year old guy look girl like felt
1143,2017-En-30949,"They tend to loosen up a bit when drunk, and can seem pretty cheerful.",valence,1: slightly positive emotional state can be inferred,tend loosen bit drunk seem pretty cheerful
1144,2017-En-31334,@lizbon @anomalily @gerikkransky Sorry for the levity if at all inappropriate but this combined with my love of Charlotte reminds me rn...,valence,-2: moderately negative emotional state can be inferred,sorry levity inappropriate combine love charlotte reminds rn
